op_carrier_fl_num,op_unique_carrier,origin_airport_id,dest_airport_id,distance,route,day,Key,fl_date,AvgTemp,Precipitation,Snow_mm,WindSpeed,lat,lon,Month
954,7,12478,14869,1990.0,1763,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
839,4,12478,10732,1576.0,1724,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
2423,1,12478,11298,1391.0,1734,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
6073,23,12478,14524,288.0,1754,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
1218,4,12478,10721,187.0,1723,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
5120,0,12478,10785,266.0,1725,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
2288,7,12478,14679,2446.0,1756,3,40.639447-40.639447,2020-01-03,6.7,3.3,0.0,10.4,40.639447,-73.779317,1
2202,7,12478,14635,1074.0,1755,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
185,1,12478,12892,2475.0,1742,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
171,1,12478,12892,2475.0,1742,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
601,4,12478,11697,1069.0,1736,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
2154,7,12478,14107,2153.0,1751,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
2688,7,12478,14107,2153.0,1751,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
419,7,12478,12889,2248.0,1741,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
237,2,12478,12892,2475.0,1742,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
1853,7,12478,14027,1028.0,1750,3,40.639447-40.639447,2020-01-03,6.7,3.3,0.0,10.4,40.639447,-73.779317,1
2326,7,12478,14683,1587.0,1757,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
2593,7,12478,15304,1005.0,1765,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
403,4,12478,14843,1598.0,1762,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
1544,7,12478,11292,1626.0,1733,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
3749,14,12478,13931,290.0,1749,3,40.639447-40.639447,2020-01-03,6.7,3.3,0.0,10.4,40.639447,-73.779317,1
1879,7,12478,13495,1182.0,1747,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
1415,4,12478,14771,2586.0,1760,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
453,7,12478,12892,2475.0,1742,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
1959,7,12478,11697,1069.0,1736,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
5258,0,12478,10994,636.0,1729,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
669,4,12478,14831,2569.0,1761,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
2360,7,12478,15304,1005.0,1765,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
1015,1,12478,13303,1089.0,1745,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
4834,0,12478,11433,509.0,1735,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
5995,23,12478,10721,187.0,1723,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
1403,4,12478,14843,1598.0,1762,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
102,4,12478,10792,301.0,1726,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
237,2,12478,12892,2475.0,1742,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
2287,7,12478,15304,1005.0,1765,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
991,2,12478,12892,2475.0,1742,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
4776,0,12478,14492,427.0,1753,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
2093,7,12478,12889,2248.0,1741,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
4863,0,12478,11193,589.0,1731,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
2701,7,12478,13303,1089.0,1745,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
229,2,12478,12892,2475.0,1742,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
90,2,12478,14747,2422.0,1759,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
1487,1,12478,14107,2153.0,1751,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
2949,7,12478,13495,1182.0,1747,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
419,7,12478,12889,2248.0,1741,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
5066,0,12478,15096,209.0,1764,3,40.639447-40.639447,2020-01-03,6.7,3.3,0.0,10.4,40.639447,-73.779317,1
329,4,12478,14635,1074.0,1755,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
225,4,12478,15304,1005.0,1765,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
449,7,12478,12173,4983.0,1737,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
4883,0,12478,14524,288.0,1754,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
2290,7,12478,10397,760.0,1721,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
4927,0,12478,14685,718.0,1758,3,40.639447-40.639447,2020-01-03,6.7,3.3,0.0,10.4,40.639447,-73.779317,1
2359,4,12478,10800,2465.0,1727,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
789,4,12478,13204,944.0,1744,3,40.639447-40.639447,2020-01-03,6.7,3.3,0.0,10.4,40.639447,-73.779317,1
1399,2,12478,12892,2475.0,1742,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
2972,7,12478,13495,1182.0,1747,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
419,7,12478,12889,2248.0,1741,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
583,4,12478,13204,944.0,1744,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
2571,7,12478,14843,1598.0,1762,3,40.639447-40.639447,2020-01-03,6.7,3.3,0.0,10.4,40.639447,-73.779317,1
4232,14,12478,14492,427.0,1753,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
642,1,12478,10721,187.0,1723,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
1688,7,12478,14027,1028.0,1750,3,40.639447-40.639447,2020-01-03,6.7,3.3,0.0,10.4,40.639447,-73.779317,1
407,2,12478,12892,2475.0,1742,3,40.639447-40.639447,2020-01-03,6.7,3.3,0.0,10.4,40.639447,-73.779317,1
2829,1,12478,14107,2153.0,1751,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
1063,2,12478,14747,2422.0,1759,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
1013,4,12478,12954,2465.0,1743,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
1274,1,12478,11298,1391.0,1734,3,40.639447-40.639447,2020-01-03,6.7,3.3,0.0,10.4,40.639447,-73.779317,1
4029,14,12478,13931,290.0,1749,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
229,2,12478,12892,2475.0,1742,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
6118,23,12478,10721,187.0,1723,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
5188,0,12478,10785,266.0,1725,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
2402,4,12478,10792,301.0,1726,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
2341,7,12478,10397,760.0,1721,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
5870,23,12478,13930,740.0,1748,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
1418,4,12478,10721,187.0,1723,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
1201,4,12478,11697,1069.0,1736,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
2829,1,12478,14107,2153.0,1751,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
2756,1,12478,14107,2153.0,1751,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
5042,0,12478,12264,228.0,1738,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
629,2,12478,14771,2586.0,1760,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
1681,7,12478,13495,1182.0,1747,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
2828,7,12478,10397,760.0,1721,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
1207,7,12478,13487,1029.0,1746,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
2699,7,12478,14747,2422.0,1759,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
107,7,12478,13487,1029.0,1746,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
1,1,12478,12892,2475.0,1742,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
1967,7,12478,14107,2153.0,1751,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
1403,4,12478,14843,1598.0,1762,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
523,4,12478,12892,2475.0,1742,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
439,7,12478,14027,1028.0,1750,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
1677,4,12478,12451,828.0,1740,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
4398,23,12478,11066,483.0,1730,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
1502,7,12478,12889,2248.0,1741,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
2507,7,12478,15304,1005.0,1765,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
425,4,12478,15304,1005.0,1765,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
1529,7,12478,12892,2475.0,1742,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
5081,0,12478,10721,187.0,1723,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
490,7,12478,14771,2586.0,1760,2,40.639447-40.639447,2020-01-02,3.3,0.0,0.0,15.5,40.639447,-73.779317,1
2503,7,12478,14747,2422.0,1759,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
2856,7,12478,14869,1990.0,1763,5,40.639447-40.639447,2020-01-05,5.2,0.0,0.0,34.6,40.639447,-73.779317,1
2503,7,12478,14747,2422.0,1759,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
1373,4,12478,10994,636.0,1729,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
4776,0,12478,14492,427.0,1753,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
149,4,12478,14262,2378.0,1752,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
2571,7,12478,14843,1598.0,1762,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
1881,7,12478,12266,1417.0,1739,6,40.639447-40.639447,2020-01-06,3.1,0.8,0.0,22.3,40.639447,-73.779317,1
1611,4,12478,12889,2248.0,1741,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
53,4,12478,14027,1028.0,1750,4,40.639447-40.639447,2020-01-04,8.4,4.1,0.0,13.3,40.639447,-73.779317,1
183,7,12478,14747,2422.0,1759,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
1610,1,12478,13303,1089.0,1745,1,40.639447-40.639447,2020-01-01,4.3,0.0,0.0,28.4,40.639447,-73.779317,1
954,7,12478,14869,1990.0,1763,7,40.639447-40.639447,2020-01-07,4.6,0.8,0.0,13.7,40.639447,-73.779317,1
4033,9,11996,11618,594.0,1425,5,34.895699-34.895699,2020-01-05,6.2,0.0,0.0,8.6,34.895699,-82.218903,1
5332,0,11996,10397,153.0,1420,4,34.895699-34.895699,2020-01-04,12.6,3.8,0.0,19.3,34.895699,-82.218903,1
5666,16,11996,11057,75.0,1421,1,34.895699-34.895699,2020-01-01,7.6,0.0,0.0,7.7,34.895699,-82.218903,1
1341,7,11996,10397,153.0,1420,3,34.895699-34.895699,2020-01-03,10.2,38.4,0.0,2.8,34.895699,-82.218903,1
1568,7,11996,10397,153.0,1420,7,34.895699-34.895699,2020-01-07,9.5,3.6,0.0,11.6,34.895699,-82.218903,1
5344,16,11996,11057,75.0,1421,6,34.895699-34.895699,2020-01-06,9.0,0.0,0.0,4.9,34.895699,-82.218903,1
6220,12,11996,11433,508.0,1424,6,34.895699-34.895699,2020-01-06,9.0,0.0,0.0,4.9,34.895699,-82.218903,1
5360,16,11996,11057,75.0,1421,4,34.895699-34.895699,2020-01-04,12.6,3.8,0.0,19.3,34.895699,-82.218903,1
796,11,11996,14112,482.0,1429,4,34.895699-34.895699,2020-01-04,12.6,3.8,0.0,19.3,34.895699,-82.218903,1
5021,5,11996,11618,594.0,1425,6,34.895699-34.895699,2020-01-06,9.0,0.0,0.0,4.9,34.895699,-82.218903,1
1788,11,11996,11697,620.0,1426,1,34.895699-34.895699,2020-01-01,7.6,0.0,0.0,7.7,34.895699,-82.218903,1
6121,23,11996,12953,610.0,1427,4,34.895699-34.895699,2020-01-04,12.6,3.8,0.0,19.3,34.895699,-82.218903,1
5349,0,11996,10397,153.0,1420,4,34.895699-34.895699,2020-01-04,12.6,3.8,0.0,19.3,34.895699,-82.218903,1
3973,14,11996,13930,577.0,1428,6,34.895699-34.895699,2020-01-06,9.0,0.0,0.0,4.9,34.895699,-82.218903,1
5473,16,11996,11278,396.0,1422,3,34.895699-34.895699,2020-01-03,10.2,38.4,0.0,2.8,34.895699,-82.218903,1
1457,7,11996,10397,153.0,1420,7,34.895699-34.895699,2020-01-07,9.5,3.6,0.0,11.6,34.895699,-82.218903,1
1612,1,11996,11298,862.0,1423,7,34.895699-34.895699,2020-01-07,9.5,3.6,0.0,11.6,34.895699,-82.218903,1
2603,21,11996,10397,153.0,1420,3,34.895699-34.895699,2020-01-03,10.2,38.4,0.0,2.8,34.895699,-82.218903,1
6254,12,11996,11433,508.0,1424,5,34.895699-34.895699,2020-01-05,6.2,0.0,0.0,8.6,34.895699,-82.218903,1
5626,16,11996,11057,75.0,1421,4,34.895699-34.895699,2020-01-04,12.6,3.8,0.0,19.3,34.895699,-82.218903,1
5021,16,11996,11057,75.0,1421,2,34.895699-34.895699,2020-01-02,8.2,20.6,0.0,9.2,34.895699,-82.218903,1
4814,0,11996,12953,610.0,1427,7,34.895699-34.895699,2020-01-07,9.5,3.6,0.0,11.6,34.895699,-82.218903,1
5392,0,11996,12953,610.0,1427,6,34.895699-34.895699,2020-01-06,9.0,0.0,0.0,4.9,34.895699,-82.218903,1
4361,9,11996,11618,594.0,1425,4,34.895699-34.895699,2020-01-04,12.6,3.8,0.0,19.3,34.895699,-82.218903,1
3693,23,11996,11618,594.0,1425,1,34.895699-34.895699,2020-01-01,7.6,0.0,0.0,7.7,34.895699,-82.218903,1
4988,0,11996,11433,508.0,1424,7,34.895699-34.895699,2020-01-07,9.5,3.6,0.0,11.6,34.895699,-82.218903,1
2404,1,10423,11298,190.0,200,5,30.197535-30.197535,2020-01-05,12.8,0.0,0.0,13.0,30.197535,-97.662015,1
958,1,10423,12892,1242.0,207,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
817,20,10423,11618,1504.0,201,7,30.197535-30.197535,2020-01-07,12.5,0.0,0.0,5.8,30.197535,-97.662015,1
1302,11,10423,11193,958.0,196,3,30.197535-30.197535,2020-01-03,11.4,0.0,0.0,10.8,30.197535,-97.662015,1
3968,21,10423,12889,1090.0,206,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
6725,21,10423,10397,813.0,191,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
794,4,10423,12478,1521.0,205,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
2673,21,10423,12191,148.0,203,4,30.197535-30.197535,2020-01-04,12.2,0.0,0.0,5.8,30.197535,-97.662015,1
517,15,10423,11292,775.0,199,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
512,4,10423,11697,1105.0,202,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
1221,2,10423,14771,1504.0,215,7,30.197535-30.197535,2020-01-07,12.5,0.0,0.0,5.8,30.197535,-97.662015,1
282,21,10423,12191,148.0,203,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
621,2,10423,14747,1770.0,214,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
6164,21,10423,15016,721.0,217,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
3389,21,10423,13495,444.0,211,5,30.197535-30.197535,2020-01-05,12.8,0.0,0.0,13.0,30.197535,-97.662015,1
644,20,10423,11292,775.0,199,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
904,20,10423,11618,1504.0,201,3,30.197535-30.197535,2020-01-03,11.4,0.0,0.0,10.8,30.197535,-97.662015,1
2070,1,10423,12892,1242.0,207,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
1046,1,10423,13930,977.0,212,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
1385,21,10423,11259,189.0,197,7,30.197535-30.197535,2020-01-07,12.5,0.0,0.0,5.8,30.197535,-97.662015,1
2997,7,10423,10721,1698.0,193,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
4306,21,10423,12889,1090.0,206,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
5426,21,10423,12892,1242.0,207,4,30.197535-30.197535,2020-01-04,12.2,0.0,0.0,5.8,30.197535,-97.662015,1
1868,7,10423,10397,813.0,191,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
2123,20,10423,14771,1504.0,215,3,30.197535-30.197535,2020-01-03,11.4,0.0,0.0,10.8,30.197535,-97.662015,1
1911,10,10423,14771,1504.0,215,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
1373,1,10423,11298,190.0,200,7,30.197535-30.197535,2020-01-07,12.5,0.0,0.0,5.8,30.197535,-97.662015,1
2221,21,10423,10821,1342.0,194,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
1822,21,10423,11259,189.0,197,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
3404,21,10423,12896,341.0,208,5,30.197535-30.197535,2020-01-05,12.8,0.0,0.0,13.0,30.197535,-97.662015,1
1566,21,10423,15016,721.0,217,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
1605,20,10423,13930,977.0,212,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
1144,21,10423,15304,928.0,218,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
644,20,10423,11292,775.0,199,5,30.197535-30.197535,2020-01-05,12.8,0.0,0.0,13.0,30.197535,-97.662015,1
1300,15,10423,10821,1342.0,194,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
4086,21,10423,10693,756.0,192,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
1665,21,10423,15016,721.0,217,7,30.197535-30.197535,2020-01-07,12.5,0.0,0.0,5.8,30.197535,-97.662015,1
2929,7,10423,12892,1242.0,207,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
6654,21,10423,12191,148.0,203,7,30.197535-30.197535,2020-01-07,12.5,0.0,0.0,5.8,30.197535,-97.662015,1
4338,21,10423,10821,1342.0,194,5,30.197535-30.197535,2020-01-05,12.8,0.0,0.0,13.0,30.197535,-97.662015,1
2549,1,10423,11057,1032.0,195,3,30.197535-30.197535,2020-01-03,11.4,0.0,0.0,10.8,30.197535,-97.662015,1
2413,21,10423,13495,444.0,211,3,30.197535-30.197535,2020-01-03,11.4,0.0,0.0,10.8,30.197535,-97.662015,1
165,21,10423,10397,813.0,191,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
1373,1,10423,11298,190.0,200,3,30.197535-30.197535,2020-01-03,11.4,0.0,0.0,10.8,30.197535,-97.662015,1
176,15,10423,13930,977.0,212,4,30.197535-30.197535,2020-01-04,12.2,0.0,0.0,5.8,30.197535,-97.662015,1
2735,7,10423,14747,1770.0,214,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
881,7,10423,10397,813.0,191,7,30.197535-30.197535,2020-01-07,12.5,0.0,0.0,5.8,30.197535,-97.662015,1
191,10,10423,11292,775.0,199,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
1046,1,10423,13930,977.0,212,4,30.197535-30.197535,2020-01-04,12.2,0.0,0.0,5.8,30.197535,-97.662015,1
1911,10,10423,14771,1504.0,215,3,30.197535-30.197535,2020-01-03,11.4,0.0,0.0,10.8,30.197535,-97.662015,1
5023,21,10423,11292,775.0,199,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
4538,21,10423,12191,148.0,203,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
4626,21,10423,11278,1315.0,198,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
790,20,10423,13930,977.0,212,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
1219,2,10423,14771,1504.0,215,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
5326,21,10423,12889,1090.0,206,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
1248,7,10423,10397,813.0,191,7,30.197535-30.197535,2020-01-07,12.5,0.0,0.0,5.8,30.197535,-97.662015,1
44,21,10423,12191,148.0,203,3,30.197535-30.197535,2020-01-03,11.4,0.0,0.0,10.8,30.197535,-97.662015,1
1325,2,10423,14679,1164.0,213,5,30.197535-30.197535,2020-01-05,12.8,0.0,0.0,13.0,30.197535,-97.662015,1
1219,2,10423,14771,1504.0,215,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
456,20,10423,11292,775.0,199,1,30.197535-30.197535,2020-01-01,12.0,0.0,0.0,7.9,30.197535,-97.662015,1
1176,1,10423,11298,190.0,200,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
3010,21,10423,13232,972.0,210,3,30.197535-30.197535,2020-01-03,11.4,0.0,0.0,10.8,30.197535,-97.662015,1
1003,2,10423,14747,1770.0,214,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
1584,1,10423,11298,190.0,200,4,30.197535-30.197535,2020-01-04,12.2,0.0,0.0,5.8,30.197535,-97.662015,1
1038,4,10423,10721,1698.0,193,7,30.197535-30.197535,2020-01-07,12.5,0.0,0.0,5.8,30.197535,-97.662015,1
5411,21,10423,13495,444.0,211,4,30.197535-30.197535,2020-01-04,12.2,0.0,0.0,5.8,30.197535,-97.662015,1
748,21,10423,11259,189.0,197,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
1574,21,10423,13204,994.0,209,3,30.197535-30.197535,2020-01-03,11.4,0.0,0.0,10.8,30.197535,-97.662015,1
1106,21,10423,14679,1164.0,213,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
257,21,10423,11259,189.0,197,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
3884,21,10423,11259,189.0,197,2,30.197535-30.197535,2020-01-02,12.6,0.5,0.0,7.9,30.197535,-97.662015,1
3425,23,10423,12266,140.0,204,6,30.197535-30.197535,2020-01-06,12.4,0.0,0.0,10.4,30.197535,-97.662015,1
794,4,10423,12478,1521.0,205,7,30.197535-30.197535,2020-01-07,12.5,0.0,0.0,5.8,30.197535,-97.662015,1
