"op_carrier_fl_num","op_unique_carrier","origin_airport_id","dest_airport_id","distance","route","day"
"5652","OH","12884","11278","479.0000000000000000","12884-11278","3"
"402","UA","13487","13930","334.0000000000000000","13487-13930","2"
"502","AS","14747","14908","978.0000000000000000","14747-14908","7"
"2965","G4","15412","14986","586.0000000000000000","15412-14986","2"
"4441","EV","13422","12266","427.0000000000000000","13422-12266","5"
"841","AS","14057","12982","2631.0000000000000000","14057-12982","1"
"4200","MQ","13930","13485","109.0000000000000000","13930-13485","1"
"6034","YV","13487","12266","1034.0000000000000000","13487-12266","4"
"4940","PT","11057","13139","175.0000000000000000","11057-13139","7"
"1422","DL","10397","13244","332.0000000000000000","10397-13244","6"
"6239","YV","10781","12266","253.0000000000000000","10781-12266","1"
"1150","B6","13204","10397","404.0000000000000000","13204-10397","6"
"586","WN","15304","10599","459.0000000000000000","15304-10599","6"
"619","UA","10721","12266","1597.0000000000000000","10721-12266","6"
"5617","OH","11057","11995","83.0000000000000000","11057-11995","2"
"3691","WN","11697","13204","177.0000000000000000","11697-13204","4"
"2644","AA","14100","14492","337.0000000000000000","14100-14492","2"
"635","WN","14570","14679","488.0000000000000000","14570-14679","6"
"2324","B6","13204","11278","759.0000000000000000","13204-11278","5"
"1239","F9","10721","13204","1121.0000000000000000","10721-13204","7"
"2878","AA","13303","13487","1501.0000000000000000","13303-13487","4"
"5446","OO","14689","14771","262.0000000000000000","14689-14771","3"
"5519","WN","11278","13204","759.0000000000000000","11278-13204","6"
"3463","OO","14679","11638","314.0000000000000000","14679-11638","3"
"252","UA","12173","12266","3904.0000000000000000","12173-12266","4"
"4014","MQ","11267","13930","240.0000000000000000","11267-13930","7"
"1639","WN","12339","14107","1488.0000000000000000","12339-14107","6"
"4576","G7","11986","13930","137.0000000000000000","11986-13930","7"
"5408","OO","13029","11292","423.0000000000000000","13029-11292","7"
"228","AA","14747","11298","1660.0000000000000000","14747-11298","2"
"6043","CP","12892","14679","109.0000000000000000","12892-14679","6"
"4258","WN","11292","12953","1620.0000000000000000","11292-12953","1"
"2395","WN","13232","11259","793.0000000000000000","13232-11259","3"
"3597","MQ","11298","15016","550.0000000000000000","11298-15016","5"
"3821","ZW","12217","12264","596.0000000000000000","12217-12264","3"
"6498","WN","10693","13198","491.0000000000000000","10693-13198","5"
"2537","DL","10397","12889","1747.0000000000000000","10397-12889","5"
"2130","DL","10397","15304","406.0000000000000000","10397-15304","7"
"1537","DL","10397","13422","302.0000000000000000","10397-13422","6"
"652","EM","12173","13347","54.0000000000000000","12173-13347","1"
"1550","WN","12191","13851","419.0000000000000000","12191-13851","6"
"626","AA","11057","14100","449.0000000000000000","11057-14100","7"
"450","AA","14107","14683","843.0000000000000000","14107-14683","2"
"4518","G7","11977","13930","174.0000000000000000","11977-13930","3"
"5213","OO","11292","13244","872.0000000000000000","11292-13244","1"
"1206","WN","13796","14908","371.0000000000000000","13796-14908","6"
"1879","AA","11057","13204","468.0000000000000000","11057-13204","2"
"3766","OO","13487","12266","1034.0000000000000000","13487-12266","6"
"5359","OO","10713","14771","522.0000000000000000","10713-14771","3"
"2534","AA","11292","13303","1709.0000000000000000","11292-13303","3"
"432","WN","15304","11066","829.0000000000000000","15304-11066","7"
"2475","G4","11986","14112","1044.0000000000000000","11986-14112","4"
"44","WN","14107","10800","369.0000000000000000","14107-10800","3"
"2505","DL","14869","12266","1195.0000000000000000","14869-12266","4"
"314","AA","12892","13303","2342.0000000000000000","12892-13303","7"
"2435","F9","11042","15304","927.0000000000000000","11042-15304","3"
"1423","F9","13930","13303","1197.0000000000000000","13930-13303","4"
"2022","F9","12889","11193","1678.0000000000000000","12889-11193","1"
"4621","YX","14100","15016","814.0000000000000000","14100-15016","6"
"4911","WN","14771","13232","1855.0000000000000000","14771-13232","1"
"5102","OO","12519","11447","83.0000000000000000","12519-11447","3"
"5962","OO","13485","12892","1687.0000000000000000","13485-12892","5"
"1882","UA","12892","11618","2454.0000000000000000","12892-11618","4"
"2041","AA","11057","13487","930.0000000000000000","11057-13487","7"
"1862","AA","14689","14107","455.0000000000000000","14689-14107","1"
"4760","PT","14100","10434","104.0000000000000000","14100-10434","2"
"2593","DL","12478","15304","1005.0000000000000000","12478-15304","4"
"4516","G7","11986","13930","137.0000000000000000","11986-13930","3"
"4905","C5","11618","13244","946.0000000000000000","11618-13244","3"
"1249","DL","14321","10397","1027.0000000000000000","14321-10397","3"
"1880","AA","14771","14107","651.0000000000000000","14771-14107","3"
"620","B6","14679","10721","2588.0000000000000000","14679-10721","2"
"5123","OH","13931","14100","212.0000000000000000","13931-14100","2"
"399","UA","13486","11292","679.0000000000000000","13486-11292","1"
"387","WN","13495","12191","302.0000000000000000","13495-12191","1"
"538","WN","10397","14524","481.0000000000000000","10397-14524","3"
"1337","WN","12451","10821","663.0000000000000000","12451-10821","7"
"971","AA","13204","11057","468.0000000000000000","13204-11057","3"
"4553","G7","10135","13930","654.0000000000000000","10135-13930","7"
"2342","AA","14683","11298","247.0000000000000000","14683-11298","5"
"1536","UA","13930","14027","1143.0000000000000000","13930-14027","5"
"4882","9E","12953","10693","764.0000000000000000","12953-10693","3"
"2244","AA","10721","14100","280.0000000000000000","10721-14100","6"
"5846","OO","11292","13851","495.0000000000000000","11292-13851","4"
"2315","UA","13930","14869","1250.0000000000000000","13930-14869","7"
"146","WN","11697","10821","925.0000000000000000","11697-10821","3"
"1397","DL","14747","13830","2640.0000000000000000","14747-13830","7"
"5946","YX","12339","12478","665.0000000000000000","12339-12478","7"
"4068","MQ","11298","10747","482.0000000000000000","11298-10747","3"
"676","NK","11697","13204","177.0000000000000000","11697-13204","4"
"1112","AA","11298","13930","801.0000000000000000","11298-13930","3"
"2442","WN","14908","14107","338.0000000000000000","14908-14107","3"
"3406","MQ","11203","13930","213.0000000000000000","11203-13930","4"
"3322","OO","12892","11259","1246.0000000000000000","12892-11259","2"
"1492","AA","11066","11298","926.0000000000000000","11066-11298","5"
"2279","B6","10721","11618","200.0000000000000000","10721-11618","1"
"1648","DL","12892","14869","590.0000000000000000","12892-14869","3"
"2084","QX","13264","14057","222.0000000000000000","13264-14057","2"
"2079","AA","11298","13244","431.0000000000000000","11298-13244","4"
"5345","OH","11057","13851","940.0000000000000000","11057-13851","7"
"2617","AA","12264","11298","1172.0000000000000000","12264-11298","7"
"3720","YX","11292","10397","1199.0000000000000000","11292-10397","1"
"1707","DL","11433","11298","986.0000000000000000","11433-11298","4"
"1908","AA","12889","11298","1055.0000000000000000","12889-11298","2"
"2322","UA","11618","10721","200.0000000000000000","11618-10721","7"
"3592","MQ","10693","13930","409.0000000000000000","10693-13930","5"
"172","AA","14831","11298","1438.0000000000000000","14831-11298","7"
"403","B6","12478","14843","1598.0000000000000000","12478-14843","5"
"1752","WN","11292","14771","967.0000000000000000","11292-14771","6"
"1886","B6","14122","10721","496.0000000000000000","14122-10721","5"
"5049","9E","13487","11423","232.0000000000000000","13487-11423","1"
"1971","AA","11298","14027","1102.0000000000000000","11298-14027","3"
"4337","EV","12266","10781","253.0000000000000000","12266-10781","7"
"2112","DL","10397","13930","606.0000000000000000","10397-13930","4"
"2096","AA","14492","11057","130.0000000000000000","14492-11057","6"
"2657","DL","14869","11298","989.0000000000000000","14869-11298","6"
"1889","AA","11057","14576","573.0000000000000000","11057-14576","7"
"6374","YV","12266","13502","927.0000000000000000","12266-13502","6"
"296","AA","12892","13930","1744.0000000000000000","12892-13930","6"
"5682","OH","15016","11057","575.0000000000000000","15016-11057","2"
"2015","DL","10397","14635","515.0000000000000000","10397-14635","4"
"1362","WN","11278","11697","899.0000000000000000","11278-11697","6"
"1593","DL","13487","14771","1589.0000000000000000","13487-14771","2"
"4796","AX","12992","11292","771.0000000000000000","12992-11292","3"
"5248","OO","14689","14771","262.0000000000000000","14689-14771","1"
"4834","ZW","14492","13930","646.0000000000000000","14492-13930","1"
"4238","MQ","13930","13076","215.0000000000000000","13930-13076","6"
"1911","AS","12889","14771","414.0000000000000000","12889-14771","4"
"2097","UA","11618","11697","1065.0000000000000000","11618-11697","2"
"66","AS","12523","14747","909.0000000000000000","12523-14747","7"
"3552","OO","14869","11603","618.0000000000000000","14869-11603","2"
"749","UA","11292","11618","1605.0000000000000000","11292-11618","1"
"1714","G4","11697","13244","851.0000000000000000","11697-13244","6"
"3944","OO","13487","13485","228.0000000000000000","13487-13485","7"
"2114","AA","13204","11057","468.0000000000000000","13204-11057","7"
"6015","YV","12264","14307","371.0000000000000000","12264-14307","3"
"1686","AA","14100","14492","337.0000000000000000","14100-14492","3"
"5328","OH","11146","11057","221.0000000000000000","11146-11057","3"
"1689","DL","13303","10721","1258.0000000000000000","13303-10721","5"
"1544","DL","12478","11292","1626.0000000000000000","12478-11292","2"
"5114","9E","10397","10785","961.0000000000000000","10397-10785","7"
"6189","G7","11433","13296","610.0000000000000000","11433-13296","2"
"5092","OO","13930","13184","222.0000000000000000","13930-13184","7"
"1849","UA","11618","10397","746.0000000000000000","11618-10397","1"
"5253","9E","10990","12953","305.0000000000000000","10990-12953","5"
"808","AA","14100","11298","1303.0000000000000000","14100-11298","7"
"1336","B6","11433","10721","632.0000000000000000","11433-10721","5"
"3749","MQ","12478","13931","290.0000000000000000","12478-13931","3"
"1495","WN","11066","12191","1001.0000000000000000","11066-12191","5"
"264","AA","13303","11057","650.0000000000000000","13303-11057","2"
"1033","F9","13204","10693","616.0000000000000000","13204-10693","6"
"3979","EV","11481","12266","572.0000000000000000","11481-12266","3"
"4514","G7","13930","11193","264.0000000000000000","13930-11193","7"
"22","AA","11057","10529","644.0000000000000000","11057-10529","1"
"218","AA","10821","11057","361.0000000000000000","10821-11057","2"
"2041","AA","11057","13487","930.0000000000000000","11057-13487","5"
"1879","DL","12478","13495","1182.0000000000000000","12478-13495","7"
"3961","WN","15016","10693","272.0000000000000000","15016-10693","3"
"4186","EV","12266","12339","844.0000000000000000","12266-12339","6"
"688","DL","11193","14107","1569.0000000000000000","11193-14107","4"
"2202","WN","14107","14747","1107.0000000000000000","14107-14747","6"
"1686","B6","14122","10721","496.0000000000000000","14122-10721","7"
"5671","OH","14100","14685","629.0000000000000000","14100-14685","3"
"2912","DL","11697","12953","1076.0000000000000000","11697-12953","5"
"1280","UA","14107","13930","1440.0000000000000000","14107-13930","6"
"594","UA","11292","14107","602.0000000000000000","11292-14107","1"
"649","DL","14843","13487","2404.0000000000000000","14843-13487","4"
"1828","UA","13198","11292","533.0000000000000000","13198-11292","1"
"5994","YX","13198","10721","1256.0000000000000000","13198-10721","1"
"4566","G7","13930","13485","109.0000000000000000","13930-13485","3"
"2128","F9","14679","12889","258.0000000000000000","14679-12889","6"
"2796","DL","10397","10721","946.0000000000000000","10397-10721","7"
"6053","YV","10693","12266","657.0000000000000000","10693-12266","6"
"2190","UA","12266","14683","191.0000000000000000","12266-14683","3"
"5260","OH","14730","11057","335.0000000000000000","14730-11057","2"
"3311","MQ","11298","14588","435.0000000000000000","11298-14588","1"
"3960","OO","11823","10397","508.0000000000000000","11823-10397","5"
"1732","AA","14635","11057","600.0000000000000000","14635-11057","7"
"646","AS","14057","12889","763.0000000000000000","14057-12889","1"
"5057","OH","11057","11953","388.0000000000000000","11057-11953","5"
"2371","QX","11884","14747","224.0000000000000000","11884-14747","1"
"1258","UA","14679","11292","853.0000000000000000","14679-11292","5"
"942","DL","14747","10299","1448.0000000000000000","14747-10299","4"
"5482","9E","10721","12478","187.0000000000000000","10721-12478","5"
"1155","AA","11298","14492","1061.0000000000000000","11298-14492","3"
"2236","B6","13487","10721","1124.0000000000000000","13487-10721","3"
"2113","WN","14893","14747","605.0000000000000000","14893-14747","6"
"434","DL","13487","14869","991.0000000000000000","13487-14869","4"
"5822","WN","10800","13796","325.0000000000000000","10800-13796","5"
"2855","DL","10299","14747","1448.0000000000000000","10299-14747","3"
"1635","UA","11292","10140","349.0000000000000000","11292-10140","6"
"156","NK","12266","13204","854.0000000000000000","12266-13204","3"
"2879","AA","15376","14107","110.0000000000000000","15376-14107","1"
"1572","WN","12896","11259","293.0000000000000000","12896-11259","7"
"1822","B6","12954","14057","846.0000000000000000","12954-14057","5"
"5453","9E","10397","14633","831.0000000000000000","10397-14633","5"
"2353","AA","11298","15304","929.0000000000000000","11298-15304","4"
"1444","DL","10397","11057","226.0000000000000000","10397-11057","1"
"1289","B6","11618","14843","1608.0000000000000000","11618-14843","3"
"4766","9E","10397","14814","551.0000000000000000","10397-14814","6"
"4998","C5","11618","11193","569.0000000000000000","11618-11193","7"
"415","DL","13487","14107","1276.0000000000000000","13487-14107","5"
"1967","WN","14057","14893","479.0000000000000000","14057-14893","6"
"1179","WN","14683","11292","794.0000000000000000","14683-11292","2"
"3176","OO","11423","13930","299.0000000000000000","11423-13930","1"
"3009","OO","11921","14107","438.0000000000000000","11921-14107","2"
"1662","DL","10397","14193","271.0000000000000000","10397-14193","5"
"3299","OO","13930","11823","157.0000000000000000","13930-11823","1"
"338","UA","11292","11423","589.0000000000000000","11292-11423","7"
"670","AA","15016","12892","1592.0000000000000000","15016-12892","3"
"101","HA","12402","12173","216.0000000000000000","12402-12173","5"
"3605","MQ","12094","13930","1009.0000000000000000","12094-13930","3"
"2846","DL","11884","13487","1175.0000000000000000","11884-13487","6"
"373","AA","12012","11298","678.0000000000000000","12012-11298","6"
"3402","WN","13204","15016","882.0000000000000000","13204-15016","5"
"2081","UA","13930","13303","1197.0000000000000000","13930-13303","4"
"1","HA","12892","12173","2556.0000000000000000","12892-12173","7"
"5718","CP","14107","12892","370.0000000000000000","14107-12892","4"
"5008","C5","14122","11618","319.0000000000000000","14122-11618","3"
"2676","DL","15624","10397","250.0000000000000000","15624-10397","6"
"340","DL","10397","12264","534.0000000000000000","10397-12264","5"
"1051","AS","14679","14831","417.0000000000000000","14679-14831","6"
"4825","ZW","12264","15096","296.0000000000000000","12264-15096","5"
"6040","CP","12266","12892","1379.0000000000000000","12266-12892","7"
"5887","YV","14107","15376","110.0000000000000000","14107-15376","7"
"157","WN","14679","11259","1182.0000000000000000","14679-11259","6"
"1270","DL","13487","14107","1276.0000000000000000","13487-14107","7"
"4111","MQ","11067","11057","522.0000000000000000","11067-11057","2"
"469","NK","11298","12889","1055.0000000000000000","11298-12889","2"
"4499","YX","10693","12953","764.0000000000000000","10693-12953","6"
"1922","DL","10397","12889","1747.0000000000000000","10397-12889","2"
"6096","YV","12266","13851","395.0000000000000000","12266-13851","6"
"1348","AS","14747","14831","696.0000000000000000","14747-14831","7"
"1960","DL","11278","11433","405.0000000000000000","11278-11433","3"
"28","HA","12173","14747","2677.0000000000000000","12173-14747","5"
"2368","G4","14761","11995","510.0000000000000000","14761-11995","2"
"3123","WN","13796","11292","957.0000000000000000","13796-11292","3"
"1055","F9","11066","13204","802.0000000000000000","11066-13204","2"
"1013","F9","13204","10397","404.0000000000000000","13204-10397","4"
"3182","WN","15304","11697","197.0000000000000000","15304-11697","4"
"4603","YX","11057","12339","427.0000000000000000","11057-12339","5"
"1759","AS","14771","14747","679.0000000000000000","14771-14747","3"
"1415","B6","12478","14771","2586.0000000000000000","12478-14771","1"
"4096","OO","14747","11603","234.0000000000000000","14747-11603","6"
"2281","DL","10397","12339","432.0000000000000000","10397-12339","5"
"3725","WN","14683","12191","192.0000000000000000","14683-12191","3"
"852","AA","14100","14492","337.0000000000000000","14100-14492","7"
"5728","OO","14771","14908","372.0000000000000000","14771-14908","4"
"3948","OO","10397","10731","238.0000000000000000","10397-10731","4"
"2097","QX","10713","14747","399.0000000000000000","10713-14747","3"
"5048","9E","10874","10397","528.0000000000000000","10874-10397","2"
"2268","DL","10397","14869","1590.0000000000000000","10397-14869","3"
"6111","YV","13851","12266","395.0000000000000000","13851-12266","3"
"4043","MQ","11193","11298","812.0000000000000000","11193-11298","7"
"815","DL","10397","13204","404.0000000000000000","10397-13204","7"
"2583","AA","10693","11298","631.0000000000000000","10693-11298","2"
"2123","UA","10423","14771","1504.0000000000000000","10423-14771","3"
"613","AA","14107","13871","1037.0000000000000000","14107-13871","4"
"362","UA","12173","11618","4962.0000000000000000","12173-11618","4"
"5978","YX","11433","12339","231.0000000000000000","11433-12339","6"
"2307","DL","10397","13871","821.0000000000000000","10397-13871","2"
"2819","DL","13487","14869","991.0000000000000000","13487-14869","2"
"621","NK","13204","13495","551.0000000000000000","13204-13495","6"
"1044","F9","13204","11042","895.0000000000000000","13204-11042","6"
"6203","G7","11433","14524","456.0000000000000000","11433-14524","4"
"6150","WN","12889","14831","386.0000000000000000","12889-14831","5"
"1953","UA","12953","13930","733.0000000000000000","12953-13930","2"
"1551","UA","10721","11618","200.0000000000000000","10721-11618","3"
"5884","OO","12915","12266","127.0000000000000000","12915-12266","7"
"4697","YX","10785","11278","437.0000000000000000","10785-11278","5"
"1703","DL","14570","10397","1993.0000000000000000","14570-10397","1"
"2142","DL","11618","10397","746.0000000000000000","11618-10397","7"
"4170","EV","11618","12339","645.0000000000000000","11618-12339","6"
"2604","WN","13796","14679","446.0000000000000000","13796-14679","4"
"4114","EV","11618","11042","404.0000000000000000","11618-11042","7"
"260","AA","13303","13204","192.0000000000000000","13303-13204","4"
"108","HA","12173","12758","163.0000000000000000","12173-12758","4"
"3535","YX","13871","13930","416.0000000000000000","13871-13930","6"
"2497","WN","11986","13232","137.0000000000000000","11986-13232","3"
"5304","OH","10599","11057","350.0000000000000000","10599-11057","2"
"1599","AS","14262","14057","873.0000000000000000","14262-14057","2"
"4485","YX","14524","12953","292.0000000000000000","14524-12953","3"
"102","AA","12173","11298","3784.0000000000000000","12173-11298","2"
"1230","DL","12191","10397","696.0000000000000000","12191-10397","3"
"2758","QX","14004","14908","1008.0000000000000000","14004-14908","6"
"3933","MQ","11049","11298","164.0000000000000000","11049-11298","5"
"1478","DL","14100","10397","666.0000000000000000","14100-10397","6"
"3849","OO","12892","14893","373.0000000000000000","12892-14893","6"
"3868","MQ","11057","14783","708.0000000000000000","11057-14783","2"
"5918","OO","12217","12266","595.0000000000000000","12217-12266","4"
"794","UA","14679","14771","447.0000000000000000","14679-14771","4"
"855","AS","14057","12758","2607.0000000000000000","14057-12758","1"
"2558","DL","10397","12889","1747.0000000000000000","10397-12889","6"
"6299","WN","11259","10140","580.0000000000000000","11259-10140","6"
"2494","QX","14747","15041","475.0000000000000000","14747-15041","5"
"3294","WN","12339","15304","837.0000000000000000","12339-15304","5"
"664","EM","12173","13034","72.0000000000000000","12173-13034","4"
"5248","OH","15249","11057","386.0000000000000000","15249-11057","2"
"1078","DL","14747","12892","954.0000000000000000","14747-12892","1"
"2916","DL","10397","12889","1747.0000000000000000","10397-12889","4"
"3915","OO","11603","14869","618.0000000000000000","11603-14869","5"
"4246","MQ","13485","11298","821.0000000000000000","13485-11298","3"
"2114","DL","11109","10397","1184.0000000000000000","11109-10397","3"
"2032","AA","14100","15304","920.0000000000000000","14100-15304","1"
"499","UA","13930","14771","1846.0000000000000000","13930-14771","3"
"2460","B6","14100","10721","280.0000000000000000","14100-10721","1"
"3712","OO","13029","13487","331.0000000000000000","13029-13487","5"
"2509","AA","11298","12451","918.0000000000000000","11298-12451","3"
"453","DL","12478","12892","2475.0000000000000000","12478-12892","2"
"1204","UA","11618","13303","1085.0000000000000000","11618-13303","3"
"5285","WN","13891","14893","390.0000000000000000","13891-14893","4"
"2104","DL","11624","10397","646.0000000000000000","11624-10397","1"
"5692","CP","11884","14747","224.0000000000000000","11884-14747","6"
"3540","OO","13487","11898","284.0000000000000000","13487-11898","1"
"4272","OO","10779","14869","358.0000000000000000","10779-14869","3"
"986","AA","14107","13303","1972.0000000000000000","14107-13303","3"
"189","AA","11298","11503","721.0000000000000000","11298-11503","4"
"1570","DL","15016","10397","484.0000000000000000","15016-10397","2"
"1740","AA","14100","14635","993.0000000000000000","14100-14635","6"
"1661","DL","10397","14100","666.0000000000000000","10397-14100","6"
"1850","UA","12889","11618","2227.0000000000000000","12889-11618","4"
"1428","F9","14107","13930","1440.0000000000000000","14107-13930","7"
"2944","AA","11057","12323","185.0000000000000000","11057-12323","4"
"4155","MQ","10408","13930","161.0000000000000000","10408-13930","1"
"1944","UA","14635","11292","1607.0000000000000000","14635-11292","2"
"5435","9E","11433","11977","287.0000000000000000","11433-11977","5"
"5891","WN","12889","13796","407.0000000000000000","12889-13796","5"
"1151","B6","15304","14843","1237.0000000000000000","15304-14843","4"
"2191","B6","10721","15304","1185.0000000000000000","10721-15304","2"
"4173","MQ","11042","13930","315.0000000000000000","11042-13930","1"
"2832","AA","11298","10849","1163.0000000000000000","11298-10849","3"
"5042","9E","12264","12478","228.0000000000000000","12264-12478","5"
"1703","WN","11066","12889","1771.0000000000000000","11066-12889","6"
"1216","UA","14771","11298","1464.0000000000000000","14771-11298","4"
"6171","YV","12264","10785","441.0000000000000000","12264-10785","3"
"2206","AA","11298","13303","1121.0000000000000000","11298-13303","3"
"5452","OO","14487","14771","199.0000000000000000","14487-14771","5"
"2988","OO","14107","16218","160.0000000000000000","14107-16218","3"
"1668","WN","13891","14831","333.0000000000000000","13891-14831","2"
"537","HA","12758","12173","163.0000000000000000","12758-12173","5"
"1485","WN","14893","14679","480.0000000000000000","14893-14679","6"
"873","AA","13303","11503","1810.0000000000000000","13303-11503","2"
"5755","YV","13485","11298","821.0000000000000000","13485-11298","4"
"3974","OO","10397","11146","363.0000000000000000","10397-11146","5"
"6184","G7","15304","14492","587.0000000000000000","15304-14492","4"
"1433","DL","13303","12953","1096.0000000000000000","13303-12953","4"
"2006","UA","11618","14771","2565.0000000000000000","11618-14771","1"
"1911","F9","10423","14771","1504.0000000000000000","10423-14771","1"
"2465","DL","10529","10397","859.0000000000000000","10529-10397","7"
"1006","DL","12266","12953","1416.0000000000000000","12266-12953","3"
"778","AA","11057","14107","1773.0000000000000000","11057-14107","3"
"2495","DL","10397","14683","874.0000000000000000","10397-14683","7"
"5768","OO","14576","13930","528.0000000000000000","14576-13930","1"
"5108","OO","10409","13930","507.0000000000000000","10409-13930","4"
"4447","YX","11433","12953","502.0000000000000000","11433-12953","3"
"4210","OO","13487","12343","255.0000000000000000","13487-12343","3"
"5083","9E","10792","12478","301.0000000000000000","10792-12478","7"
"2767","DL","10721","14869","2105.0000000000000000","10721-14869","6"
"495","NK","11697","14492","680.0000000000000000","11697-14492","2"
"4371","WN","14100","11697","992.0000000000000000","14100-11697","4"
"2057","DL","12953","10397","762.0000000000000000","12953-10397","2"
"239","AA","10721","13930","867.0000000000000000","10721-13930","7"
"4571","YX","13303","10994","489.0000000000000000","13303-10994","1"
"677","UA","10713","11292","649.0000000000000000","10713-11292","1"
"1373","AA","10423","11298","190.0000000000000000","10423-11298","7"
"3625","MQ","11042","13930","315.0000000000000000","11042-13930","2"
"1045","UA","12266","10423","140.0000000000000000","12266-10423","1"
"1797","UA","15304","12266","787.0000000000000000","15304-12266","4"
"4464","EV","13930","14574","530.0000000000000000","13930-14574","7"
"241","AS","14057","10299","1542.0000000000000000","14057-10299","2"
"5880","YV","10800","14107","369.0000000000000000","10800-14107","1"
"578","DL","14492","11433","501.0000000000000000","14492-11433","4"
"1223","AA","14570","11298","1345.0000000000000000","14570-11298","5"
"3562","YX","12266","12339","844.0000000000000000","12266-12339","5"
"5457","WN","10821","12191","1246.0000000000000000","10821-12191","2"
"5126","OH","14576","11057","573.0000000000000000","14576-11057","3"
"3247","OO","13930","15096","607.0000000000000000","13930-15096","6"
"4777","AX","11097","11292","391.0000000000000000","11097-11292","4"
"1232","DL","14747","12892","954.0000000000000000","14747-12892","6"
"3510","MQ","10155","11298","89.0000000000000000","10155-11298","7"
"2619","DL","10397","14100","666.0000000000000000","10397-14100","4"
"420","UA","12892","14771","337.0000000000000000","12892-14771","3"
"5359","9E","10208","10397","143.0000000000000000","10208-10397","6"
"2467","AA","11423","11298","624.0000000000000000","11423-11298","5"
"5327","OH","10792","11278","296.0000000000000000","10792-11278","5"
"307","DL","15016","14869","1156.0000000000000000","15016-14869","6"
"1714","DL","13204","13487","1310.0000000000000000","13204-13487","5"
"756","AA","14492","12953","431.0000000000000000","14492-12953","5"
"5137","OO","12255","14877","88.0000000000000000","12255-14877","4"
"4012","MQ","14952","13930","174.0000000000000000","14952-13930","6"
"1899","UA","12266","13930","925.0000000000000000","12266-13930","6"
"1134","B6","14843","13204","1189.0000000000000000","14843-13204","4"
"877","AS","13796","12982","2457.0000000000000000","13796-12982","4"
"1487","DL","12892","11292","862.0000000000000000","12892-11292","5"
"1112","UA","12264","15304","811.0000000000000000","12264-15304","6"
"5949","YX","12953","11278","214.0000000000000000","12953-11278","6"
"163","NK","10397","10721","946.0000000000000000","10397-10721","5"
"1115","UA","15304","12266","787.0000000000000000","15304-12266","4"
"5072","OH","15412","11057","177.0000000000000000","15412-11057","2"
"3995","MQ","14711","13930","528.0000000000000000","14711-13930","7"
"5159","WN","13871","14107","1037.0000000000000000","13871-14107","5"
"3930","OO","14747","14057","129.0000000000000000","14747-14057","4"
"644","DL","10994","10397","259.0000000000000000","10994-10397","1"
"4782","9E","13871","12953","1148.0000000000000000","13871-12953","2"
"1627","AS","12889","14057","763.0000000000000000","12889-14057","7"
"512","AS","12892","11618","2454.0000000000000000","12892-11618","2"
"3393","WN","13495","10397","425.0000000000000000","13495-10397","5"
"386","AA","12012","11298","678.0000000000000000","12012-11298","4"
"4376","EV","14193","12266","489.0000000000000000","14193-12266","6"
"655","WN","12173","12758","163.0000000000000000","12173-12758","6"
"1278","WN","12892","14771","337.0000000000000000","12892-14771","5"
"5470","OH","15412","11057","177.0000000000000000","15412-11057","6"
"3847","WN","10693","11697","793.0000000000000000","10693-11697","5"
"3454","OO","14747","10849","543.0000000000000000","14747-10849","6"
"5160","OO","14237","12892","346.0000000000000000","14237-12892","4"
"1959","DL","12478","11697","1069.0000000000000000","12478-11697","4"
"2167","DL","10397","14107","1587.0000000000000000","10397-14107","3"
"1131","F9","13485","13204","1109.0000000000000000","13485-13204","5"
"5654","OH","11641","11057","118.0000000000000000","11641-11057","5"
"2472","DL","10397","10994","259.0000000000000000","10397-10994","3"
"3060","DL","11433","14747","1927.0000000000000000","11433-14747","2"
"4561","G7","11292","10599","1083.0000000000000000","11292-10599","1"
"2349","G4","14761","13367","1018.0000000000000000","14761-13367","5"
"4572","YX","12339","11057","427.0000000000000000","12339-11057","6"
"299","AA","11298","11618","1372.0000000000000000","11298-11618","1"
"3817","MQ","13303","13931","802.0000000000000000","13303-13931","1"
"3685","WN","14843","10821","1565.0000000000000000","14843-10821","6"
"2221","WN","10423","10821","1342.0000000000000000","10423-10821","2"
"5677","OO","14869","13930","1250.0000000000000000","14869-13930","1"
"5592","OH","11057","12992","640.0000000000000000","11057-12992","3"
"3086","OO","13264","12892","630.0000000000000000","13264-12892","5"
"3389","MQ","13930","11193","264.0000000000000000","13930-11193","6"
"4975","C5","10257","11618","143.0000000000000000","10257-11618","7"
"2935","WN","13796","12889","407.0000000000000000","13796-12889","3"
"4056","MQ","11042","12953","419.0000000000000000","11042-12953","5"
"4586","WN","13495","14122","918.0000000000000000","13495-14122","5"
"1164","WN","11292","14057","991.0000000000000000","11292-14057","5"
"1462","UA","14747","11292","1024.0000000000000000","14747-11292","1"
"3805","ZW","12264","12397","250.0000000000000000","12264-12397","3"
"5695","OH","11057","15016","575.0000000000000000","11057-15016","7"
"3713","OO","14869","12954","588.0000000000000000","14869-12954","2"
"4164","OO","14730","13487","604.0000000000000000","14730-13487","2"
"841","UA","13930","14570","1671.0000000000000000","13930-14570","4"
"3250","OO","11298","10372","701.0000000000000000","11298-10372","6"
"1229","AA","14679","11298","1171.0000000000000000","14679-11298","5"
"946","DL","13487","14262","1454.0000000000000000","13487-14262","6"
"1262","B6","14027","12953","1035.0000000000000000","14027-12953","7"
